,Fighter Name,Nickname,W,L,D,Height,Weight,Reach,Stance,DOB,Age,SLPM,SAPM,STRA,STRD,TD,TDA,TDD,SUBA
2011,Vince Morales,Vandetta,9,4,0,"5' 7""",135 lbs.,"70""",Orthodox,12-Nov-90,30,NA,NA,NA,NA,NA,NA,NA,NA
2012,Sarah Moras,Cheesecake,6,6,0,"5' 7""",135 lbs.,"67""",NA,30-Apr-88,32,1.1,1.98,0.37,0.48,0.46,0.09,0.14,0.9
2013,Christian Morecraft,None,7,3,0,"6' 6""",260 lbs.,"81""",Orthodox,8-Sep-86,34,2.82,2.46,0.34,0.46,3.26,0.66,0.5,2.2
2014,Joe Moreira,None,2,2,0,"5' 11""",195 lbs.,NA,Southpaw,NA,0,0,0,0,0,0,0,0,0
2015,Richardson Moreira,Rick Monstro,7,4,0,"6' 2""",185 lbs.,"72""",Orthodox,31-Mar-84,36,1.17,1.83,0.28,0.67,0,0,1,0
2016,Gisele Moreira,Gi,7,3,0,"5' 6""",135 lbs.,NA,Orthodox,14-Jan-81,39,NA,NA,NA,NA,NA,NA,NA,NA
2017,Vinicius Moreira,Mamute,9,4,0,"6' 4""",185 lbs.,NA,Orthodox,28-Feb-89,31,2.79,5.34,0.6,0.37,2.61,0.18,0,1.7
2018,Jesse Moreng,Arturo,9,1,0,"5' 7""",145 lbs.,NA,Orthodox,9-Nov-79,41,1.26,2.08,0.4,0.48,5.56,1,1,0
2019,Brandon Moreno,The Assassin Baby,17,5,1,"5' 7""",125 lbs.,"70""",Orthodox,7-Dec-93,27,2.54,2.37,0.33,0.69,2.91,0.45,0.61,1.2
2020,Mike Moreno,El Palo Duro,6,5,0,"6' 0""",185 lbs.,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2021,Dan Moret,The Hitman,13,6,0,"6' 0""",155 lbs.,"73""",Southpaw,21-Nov-86,34,NA,NA,NA,NA,NA,NA,NA,NA
2022,Sammy Morgan,The Squeeze,18,12,0,"5' 10""",170 lbs.,NA,Orthodox,28-Sep-81,39,1.05,3.74,0.22,0.4,1.43,0.2,0,0.5
2023,Peggy Morgan,The Daywalker,2,1,0,"6' 1""",135 lbs.,"70""",NA,16-Dec-79,41,2.27,8.2,0.23,0.33,0,0,0.5,0
2024,Alex Morono,The Great White,17,6,0,"5' 11""",170 lbs.,"72""",Orthodox,16-Aug-90,30,4.31,2.82,0.41,0.64,0,0,0.5,0.3
2025,Maryna Moroz,Iron Lady,10,3,0,"5' 7""",125 lbs.,"67""",Orthodox,8-Sep-91,29,2.55,2.86,0.24,0.6,0.24,0.33,0.47,0.7
2026,Brad Morris,None,10,6,0,"6' 2""",205 lbs.,NA,Orthodox,1-Nov-79,41,0.5,6.95,0.62,0.27,0,0,0,0
2027,Scott Morris,None,2,1,0,"5' 10""",210 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2028,Anthony Morrison,Cheesesteak,16,10,0,"5' 7""",145 lbs.,NA,Orthodox,29-Mar-84,36,1.7,0.49,0.33,0.8,0,0,0.5,0
2029,Jack Morrison,None,0,3,0,"5' 11""",205 lbs.,NA,NA,NA,0,0,19.31,0,0.4,0,0,0,0
2030,Harry Moskowitz,Dirty,6,12,0,"6' 5""",275 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2031,Juan Mott,None,3,4,0,"6' 0""",190 lbs.,NA,Switch,NA,0,0,0,0,0,0,0,0,0
2032,Flavio Luiz Moura,None,17,7,0,"5' 11""",183 lbs.,NA,Open Stance,NA,0,0.67,0,0.16,0,0,0,0,0
2033,Gegard Mousasi,None,42,6,2,"6' 2""",185 lbs.,"76""",Orthodox,1-Aug-85,35,3.75,1.21,0.5,0.68,1.59,0.6,0.59,1.1
2034,Kin Moy,Kong,8,3,0,"5' 5""",135 lbs.,NA,NA,NA,0,2.3,1.93,0.33,0.62,1.67,0.42,0.5,1.7
2035,Jamie Moyle,None,4,3,0,"5' 1""",115 lbs.,"65""",Orthodox,17-Mar-89,31,5.1,4.23,0.55,0.62,1.5,0.27,0,0
2036,Su Mudaerji,Sulamu,11,4,0,"5' 8""",135 lbs.,"72""",Southpaw,20-Jan-96,24,5.02,2.49,0.59,0.58,0.68,1,0.75,1.4
2037,Garrett Mueller,None,3,3,0,"5' 9""",135 lbs.,NA,NA,29-Jan-89,31,0,0,0,0,0,0,0,0
2038,Lauren Mueller,Princess Tiger,5,3,0,"5' 5""",125 lbs.,"67""",Orthodox,15-Nov-91,29,5.67,2.27,0.52,0.64,0,0,1,0
2039,Belal Muhammad,Remember the Name,16,3,0,"5' 11""",170 lbs.,"72""",Orthodox,9-Jul-88,32,4.63,4.51,0.41,0.56,2.38,0.35,0.85,0
2040,Fazlo Mulabitinovic,None,4,2,0,NA,135 lbs.,NA,NA,NA,0,0.54,0,0.16,1,0,0,0,8
2041,Quinn Mulhern,None,18,4,0,"6' 3""",155 lbs.,"76""",Orthodox,20-Sep-84,36,1.48,2.09,0.28,0.51,1.36,0.2,0.33,0
2042,James Mulheron,The Juggernaut,11,2,0,"5' 10""",243 lbs.,"73""",Orthodox,20-Feb-88,32,2.4,3.47,0.31,0.42,0,0,0.25,0
2043,Jim Mullen,None,0,2,0,"6' 1""",215 lbs.,NA,Southpaw,NA,0,0,0,0,0,0,0,0,0
2044,Pedro Munhoz,The Young Punisher,18,4,0,"5' 6""",135 lbs.,"65""",Orthodox,7-Sep-86,34,4.1,5.53,0.39,0.59,1.46,0.22,0.6,1.7
2045,Andre Muniz,Sergipano,19,4,0,"6' 2""",185 lbs.,NA,Southpaw,17-Feb-90,30,2.27,1.79,0.59,0.46,2.83,0.35,0.33,1.4
2046,Mark Munoz,The Filipino Wrecking Machine,14,6,0,"6' 0""",185 lbs.,"72""",Orthodox,9-Feb-78,42,3.12,2.26,0.51,0.57,3.17,0.29,0.57,0.6
2047,Andy Murad,The Tooth Fairy,15,2,0,"5' 9""",185 lbs.,NA,NA,NA,0,2.6,2.87,0.76,0.32,1,0.2,0.42,0
2048,Kazunari Murakami,None,5,5,0,"6' 1""",220 lbs.,NA,Orthodox,29-Nov-73,47,0,0,0,0,0,0,0,0
2049,Ryuichi Murata,None,8,3,1,"5' 8""",183 lbs.,NA,Orthodox,NA,0,0.84,1.89,0.36,0.5,4.74,0.5,1,3.2
2050,Vince Murdock,None,12,3,0,"5' 7""",145 lbs.,NA,NA,21-Mar-91,29,NA,NA,NA,NA,NA,NA,NA,NA
2051,Tom Murphy,None,8,0,0,"6' 2""",227 lbs.,NA,Southpaw,19-Nov-74,46,2.5,0.17,0.71,0.84,7.51,0.85,0,2.5
2052,Ian Murphy,None,1,1,0,"6' 1""",185 lbs.,NA,Orthodox,14-Jun-85,35,0,1.93,0,0.3,4.13,1,0,0
2053,Jon Murphy,Man of Faith,6,4,0,"6' 3""",260 lbs.,NA,Orthodox,9-Aug-77,43,3.93,8.85,0.66,0.43,0,0,0,0
2054,Lauren Murphy,Lucky,12,4,0,"5' 7""",125 lbs.,"67""",Orthodox,27-Jul-83,37,3.82,3.58,0.41,0.59,1.2,0.33,0.65,0
2055,Patrick Murphy,None,4,3,0,"6' 0""",170 lbs.,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2056,Lee Murray,Lightning,8,2,1,"6' 3""",185 lbs.,NA,Orthodox,12-Sep-77,43,0.36,3.28,0.15,0.32,0.9,1,0.42,1.8
2057,Khalid Murtazaliev,None,14,2,0,"6' 0""",185 lbs.,"76""",Orthodox,15-Jul-93,27,NA,NA,NA,NA,NA,NA,NA,NA
2058,Azamat Murzakanov,The Professional,7,0,0,"5' 11""",205 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2059,Nico Musoke,Nico,13,5,0,"6' 0""",170 lbs.,"75""",Orthodox,5-Apr-86,34,3.56,3.8,0.35,0.57,1.16,0.19,0.82,0.2
2060,Andre Mussi,None,10,5,0,"6' 3""",242 lbs.,NA,Orthodox,NA,0,0,10.59,0,0.35,0,0,0,0
2061,Magomed Mustafaev,The Sniper,14,3,0,"5' 8""",155 lbs.,"71""",Orthodox,2-Aug-88,32,2.83,2.93,0.54,0.36,0,0,0.25,0.8
2062,Max Mustaki,Mad,6,2,0,"6' 0""",155 lbs.,NA,Orthodox,7-Nov-87,33,NA,NA,NA,NA,NA,NA,NA,NA
2063,Elvis Mutapcic,The King,15,5,1,"6' 0""",185 lbs.,"72""",Orthodox,19-Jul-86,34,3.41,4.27,0.4,0.38,0,0,0.81,0
2064,Fiona Muxlow,None,6,2,0,"5' 4""",145 lbs.,NA,NA,13-May-77,43,1.44,5.45,0.27,0.34,0,0,0,0
2065,Katsuhiko Nagata,None,6,7,2,"5' 7""",154 lbs.,NA,Southpaw,31-Oct-73,47,1.05,1.5,0.19,0.63,0.98,0.28,0.28,0
2066,Yuji Nagata,None,0,2,0,"6' 0""",225 lbs.,NA,Orthodox,24-Apr-68,52,1.45,14.46,0.4,0.04,0,0,0,0
2067,Greg Nagy,None,1,3,0,"6' 1""",210 lbs.,NA,Orthodox,18-Oct-83,37,0.41,2.69,0.5,0.37,0,0,0,1.2
2068,Logan Nail,None,1,1,0,NA,185 lbs.,NA,NA,20-Jun-89,31,1.93,2.27,0.51,0.39,0,0,0.37,0
2069,Yukiya Naito,None,15,6,2,"6' 1""",205 lbs.,NA,Orthodox,NA,0,1.54,5.13,0.33,0.6,0,0,0,0
2070,Andrews Nakahara,None,3,2,2,"6' 1""",185 lbs.,NA,Orthodox,12-Mar-83,37,2.68,1.9,0.44,0.57,0,0,0.72,0.4
2071,Rin Nakai,None,16,2,1,"5' 1""",135 lbs.,"60""",Orthodox,22-Oct-86,34,1.57,3.9,0.33,0.6,3,0.18,0.75,0.5
2072,Kazuhiro Nakamura,Kaz,15,11,0,"5' 11""",205 lbs.,"70""",Orthodox,16-Jul-79,41,1.56,1.83,0.37,0.59,1.73,0.36,0.42,0.6
2073,Keita Nakamura,K-Taro,34,10,2,"5' 11""",170 lbs.,"73""",Southpaw,22-May-84,36,2.28,3.43,0.36,0.59,2,0.58,0.62,0.5
2074,Daisuke Nakamura,None,24,13,1,"5' 7""",154 lbs.,NA,Orthodox,10-Jun-80,40,0.94,1.38,0.3,0.61,0.46,0.4,0.3,3.6
2075,Yusaku Nakamura,None,3,2,1,"5' 5""",145 lbs.,NA,NA,21-Jun-86,34,1.72,3.67,0.45,0.55,0,0,0.83,0
2076,Jutaro Nakao,None,23,17,4,"5' 9""",170 lbs.,NA,Southpaw,30-Nov-70,50,0.53,1.06,0.38,0.44,0.38,0.5,0.56,0
2077,Yoshihiro Nakao,Kiss,9,3,0,"6' 0""",220 lbs.,NA,Southpaw,25-Jun-72,48,1.73,2.06,0.35,0.64,2.69,0.46,0,0.5
2078,Yui Chul Nam,The Korean Bulldozer,18,6,1,"5' 9""",145 lbs.,"69""",Orthodox,16-Jul-81,39,3.53,2,0.51,0.48,1.33,0.16,0.57,0.3
2079,Rose Namajunas,Thug,9,4,0,"5' 5""",115 lbs.,"65""",Orthodox,29-Jun-92,28,3.56,3.05,0.45,0.6,2.9,0.6,0.45,1.2
2080,Yasuhito Namekawa,None,25,16,4,"5' 9""",205 lbs.,NA,Orthodox,27-Oct-74,46,0.14,3.65,0.5,0.38,2.11,0.25,0,4.2
2081,Nad Narimani,Smiler,12,3,0,"5' 8""",145 lbs.,"70""",Orthodox,14-Apr-87,33,3.8,2.8,0.43,0.6,2.64,0.41,0.75,0
2082,Roger Narvaez,Silverback,7,2,0,"6' 3""",185 lbs.,"79""",Southpaw,9-Sep-83,37,2.12,3.32,0.37,0.64,0,0,0.5,0.9
2083,Fabio Nascimento,Negao,11,5,0,"5' 10""",185 lbs.,NA,Orthodox,NA,0,2.94,4.63,0.38,0.55,0,0,0.55,0.8
2084,Allan Nascimento,Puro Osso,17,4,0,"5' 9""",125 lbs.,NA,Orthodox,11-Sep-91,29,NA,NA,NA,NA,NA,NA,NA,NA
2085,Rodrigo Nascimento,Ze Colmeia,7,0,0,"6' 3""",246 lbs.,NA,NA,26-Nov-92,28,NA,NA,NA,NA,NA,NA,NA,NA
2086,Bobby Nash,Nashty,8,4,0,"6' 0""",170 lbs.,"74""",Orthodox,26-Mar-90,30,3.42,3.95,0.37,0.51,2.37,0.33,1,1.6
2087,Reza Nasri,None,2,1,0,"5' 11""",205 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2088,Pawel Nastula,None,4,4,0,"6' 0""",230 lbs.,NA,Southpaw,26-Jun-70,50,1.3,1.73,0.43,0.5,3,0.6,0,1.5
2089,Rafael Natal,Sapo,21,9,1,"6' 0""",185 lbs.,"76""",Orthodox,25-Dec-82,38,3.1,2.48,0.47,0.57,2.55,0.34,0.77,0.5
2090,Ismail Naurdiev,The Austrian Wonderboy,19,4,0,"5' 10""",170 lbs.,"74""",Orthodox,18-Aug-96,24,NA,NA,NA,NA,NA,NA,NA,NA
2091,Danny Navarro,None,17,7,0,"5' 10""",155 lbs.,NA,NA,27-May-83,37,3.83,4.62,0.32,0.57,2.17,0.25,1,0
2092,Marcio Navarro,The Locomotive,14,14,0,"6' 0""",155 lbs.,NA,NA,17-Sep-78,42,0,0,0,0,0,0,0,0
2093,Dustin Neace,The Beast,23,18,1,"5' 9""",145 lbs.,NA,NA,12-Sep-86,34,2.08,2.66,0.32,0.56,0,0,0,1.7
2094,Josh Neal,None,5,11,0,"6' 0""",185 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2095,Joe Neal,Nine Lives,6,2,0,"5' 6""",135 lbs.,NA,NA,29-Jul-86,34,1.87,3.8,0.19,0.66,0,0,0,0
2096,Geoff Neal,Handz of Steel,13,2,0,"5' 11""",170 lbs.,"75""",Southpaw,28-Aug-90,30,6.72,1.03,0.61,0.71,0,0,0.66,0
2097,Stanislav Nedkov,Stucky,12,2,0,"5' 11""",205 lbs.,"71""",Orthodox,9-Dec-81,39,3.33,5.39,0.43,0.43,2.77,0.41,0,0
2098,Josh Neer,The Dentist,33,13,1,"5' 11""",170 lbs.,"72""",Orthodox,24-Mar-83,37,3.29,3.63,0.46,0.58,1.09,0.34,0.46,1.3
2099,Nicolae Negumereanu,None,9,1,0,"6' 0""",205 lbs.,"78""",Orthodox,4-Sep-94,26,NA,NA,NA,NA,NA,NA,NA,NA
2100,Steve Nelmark,The Sandman,2,1,0,"6' 0""",240 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2101,Shane Nelson,Sugar,15,5,0,"5' 9""",155 lbs.,"70""",Southpaw,29-Nov-84,36,1.38,2.84,0.31,0.61,1.31,0.18,0.54,1.6
2102,Roy Nelson,Big Country,23,14,0,"6' 0""",263 lbs.,"72""",Orthodox,20-Jun-76,44,2.18,4.79,0.36,0.46,1.14,0.27,0.65,0.1
2103,Gunnar Nelson,Gunni,17,5,1,"5' 11""",170 lbs.,"72""",Switch,28-Jul-88,32,2.01,3.7,0.56,0.51,1.64,0.62,0.7,1.1
2104,Kyle Nelson,The Monster,13,3,0,"5' 11""",155 lbs.,"71""",Switch,20-Apr-91,29,2.73,6.35,0.36,0.47,1.41,0.16,0.5,2.8
2105,Lissette Neri,None,6,4,0,"5' 2""",145 lbs.,NA,NA,5-Aug-87,33,0,0,0,0,0,0,0,0
2106,Mario Neto,Sukata,11,5,0,"6' 0""",229 lbs.,NA,Orthodox,NA,0,1.89,1.89,0.5,0.7,2.84,1,0,0
2107,Antonio Braga Neto,None,9,3,0,"6' 3""",185 lbs.,"77""",Orthodox,29-Oct-87,33,1.3,2.67,0.46,0.53,3.56,0.36,0,0.9
2108,Julio Cesar Neves Jr.,Morceguinho,33,1,0,"5' 8""",145 lbs.,NA,NA,25-Apr-94,26,1.98,4.81,0.35,0.51,1.06,0.25,0.76,0
2109,Nick Newell,Notorious,14,1,0,"5' 10""",155 lbs.,"74""",Southpaw,17-Mar-86,34,NA,NA,NA,NA,NA,NA,NA,NA
2110,Journey Newson,None,9,2,0,NA,135 lbs.,NA,NA,7-Mar-89,31,2.81,2.62,0.33,0.66,0,0,0,1
2111,Jeff Newton,None,4,2,0,"6' 2""",205 lbs.,NA,Sideways,11-Dec-66,54,0.28,1.41,0.2,0.52,0,0,0,8.5
2112,Carlos Newton,The Ronin,16,14,0,"5' 9""",170 lbs.,NA,Orthodox,17-Aug-76,44,0.65,1.55,0.41,0.44,2.47,0.7,0.43,0.9
2113,Emanuel Newton,The Hardcore Kid,26,12,1,"6' 1""",205 lbs.,NA,NA,2-Jan-84,36,1.92,1.35,0.49,0.51,2.02,1,0,0
2114,Francis Ngannou,The Predator,14,3,0,"6' 4""",250 lbs.,"83""",Orthodox,5-Sep-86,34,3.41,1.46,0.47,0.6,0.1,0,0.75,0.6
2115,Ben Nguyen,Ten,17,8,0,"5' 5""",125 lbs.,"65""",Switch,3-Aug-88,32,4.54,3.66,0.43,0.56,0.45,0.33,0.7,1.8
2116,Steven Nguyen,None,6,1,0,"5' 11""",145 lbs.,NA,NA,19-May-93,27,NA,NA,NA,NA,NA,NA,NA,NA
2117,Alex Nicholson,The Spartan,7,4,0,"6' 4""",185 lbs.,"81""",Orthodox,2-May-90,30,4.12,4.65,0.43,0.47,0,0,0.5,0.5
2118,Mike Nickels,None,9,5,0,"6' 4""",205 lbs.,NA,Orthodox,13-Dec-71,49,4.44,1.11,0.52,0.64,11.11,0.8,0,2.8
2119,Matheus Nicolau,None,13,3,1,"5' 6""",125 lbs.,"66""",NA,6-Jan-93,27,3.06,2.04,0.53,0.69,1.58,0.6,1,1.6
2120,Jaimee Nievera,Queenie,7,3,0,"5' 5""",125 lbs.,NA,Orthodox,28-Oct-84,36,NA,NA,NA,NA,NA,NA,NA,NA
2121,Khomkrit Niimi,The Bumblebee,6,10,0,"5' 2""",125 lbs.,NA,NA,NA,0,0,5.73,0,0.44,0,0,0,0
2122,Tom Niinimaki,Stoneface,21,8,1,"5' 9""",145 lbs.,"69""",Orthodox,25-Jul-82,38,1.91,2.31,0.54,0.58,2.97,0.46,0.33,0.5
2123,Ramsey Nijem,None,10,6,0,"5' 11""",155 lbs.,"75""",Orthodox,1-Apr-88,32,3.05,1.62,0.44,0.62,5.32,0.62,0.55,1.1
2124,Hans Nijman,None,9,6,0,"6' 0""",250 lbs.,NA,Switch,23-Oct-59,61,0,0,0,0,0,0,0,0
2125,Jack Nilson,None,2,6,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2126,Mats Nilsson,None,11,4,1,"6' 1""",170 lbs.,"74""",Orthodox,5-Dec-83,37,2.99,5.62,0.39,0.63,3.87,0.83,0.44,2.3
2127,Ning Guangyou,Smasher,6,4,1,"5' 4""",145 lbs.,"64""",Southpaw,15-Dec-81,39,2.66,1.91,0.41,0.61,1.09,0.5,0.62,0.3
2128,Soichi Nishida,None,5,10,1,"5' 11""",320 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2129,Yosuke Nishijima,None,0,5,0,"5' 9""",205 lbs.,NA,Orthodox,15-May-73,47,1.72,5.59,0.37,0.56,0,0,0,0
2130,Akiyo Nishiura,Wicky Akiyo,11,7,1,"5' 8""",139 lbs.,NA,Southpaw,8-Aug-83,37,1.59,1.26,0.57,0.57,0,0,0.52,0.3
2131,Anthony Njokuani,The Assassin,16,9,0,"6' 1""",155 lbs.,"75""",Orthodox,1-Mar-80,40,3.94,2.41,0.46,0.65,0.5,0.45,0.53,0.2
2132,Chidi Njokuani,Chidi Bang Bang,17,4,0,"6' 3""",170 lbs.,NA,NA,31-Dec-88,32,1.93,1.73,0.51,0.49,0,0,0.8,0
2133,Derrick Noble,The Eraser,26,15,1,"5' 9""",170 lbs.,NA,Southpaw,14-Aug-78,42,6.21,3.79,0.4,0.59,0,0,0,0
2134,Pedro Nobre,The Rock,14,1,2,"5' 5""",135 lbs.,NA,NA,13-Feb-86,34,1.37,9.16,0.3,0.35,0,0,0,0
2135,Jacob Noe,Psycho,5,1,0,NA,205 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2136,Minotauro Nogueira,Minotauro,34,10,1,"6' 3""",240 lbs.,"77""",Orthodox,2-Jun-76,44,1.95,2.4,0.42,0.55,1.3,0.29,0.36,2.4
2137,Rogerio Nogueira,Minotouro,23,9,0,"6' 2""",205 lbs.,"75""",Southpaw,2-Jun-76,44,2.35,2.17,0.34,0.6,0.69,0.44,0.63,0.8
2138,Alexandre Franca Nogueira,Pequeno,13,6,2,"5' 7""",145 lbs.,NA,Orthodox,15-Jan-78,42,0.6,4.18,0.2,0.57,0,0,0,0
2139,Talita Nogueira,Treta,6,0,0,"5' 10""",145 lbs.,NA,NA,13-Oct-85,35,0,0,0,0,0,0,0,0
2140,Kyle Noke,None,22,10,1,"6' 1""",170 lbs.,"76""",Southpaw,18-Mar-80,40,3.23,2.09,0.5,0.64,1.53,0.54,0.66,0.8
2141,Nick Nolte,None,5,3,0,"6' 0""",170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2142,KJ Noons,King,12,8,0,"5' 10""",155 lbs.,"72""",Orthodox,7-Dec-82,38,3.68,3.78,0.35,0.65,0.08,0.2,0.68,0
2143,Sage Northcutt,Super,11,2,0,"6' 0""",170 lbs.,"71""",Orthodox,1-Mar-96,24,3.5,2.18,0.53,0.59,2.04,0.43,0.4,0.6
2144,Jan Nortje,The Giant,2,6,0,"6' 1""",310 lbs.,NA,Southpaw,11-Apr-75,45,3.32,4.5,0.51,0.32,0,0,0.66,2.9
2145,Scott Norton,Hollywood,7,1,0,"5' 10""",170 lbs.,NA,Orthodox,15-Mar-73,47,0.67,0.34,0.3,0.6,2.52,0.25,0,0
2146,Jonatas Novaes,None,9,3,0,"5' 11""",170 lbs.,NA,NA,2-Mar-81,39,0,0,0,0,0,0,0,0
2147,Jason Novelli,Pepsi,11,3,1,"6' 0""",155 lbs.,"75""",Orthodox,8-Jun-79,41,1.73,3.55,0.24,0.66,0.7,0.33,1,0
2148,Phillipe Nover,The Filipino Assassin,12,8,1,"5' 9""",145 lbs.,"72""",Orthodox,3-Feb-84,36,1.79,2.48,0.35,0.56,0.99,0.28,0.44,0.7
2149,Diego Nunes,The Gun,18,4,0,"5' 6""",145 lbs.,"67""",Orthodox,30-Nov-82,38,2.72,2.59,0.43,0.58,1.18,0.44,0.65,0.6
2150,Amanda Nunes,Lioness,19,4,0,"5' 8""",145 lbs.,"69""",Orthodox,30-May-88,32,4.28,2.89,0.51,0.54,1.77,0.34,0.75,0.8
2151,Khabib Nurmagomedov,The Eagle,28,0,0,"5' 10""",155 lbs.,"70""",Orthodox,20-Sep-88,32,3.82,1.5,0.5,0.7,6.15,0.48,0.83,0.6
2152,Said Nurmagomedov,None,13,2,0,"5' 8""",135 lbs.,"70""",Orthodox,5-Apr-92,28,4.22,2.34,0.44,0.61,0.46,0.07,0.66,0
2153,Jake O'Brien,Irish,13,4,0,"6' 3""",205 lbs.,"76""",Orthodox,25-Sep-84,36,1.31,1.92,0.31,0.69,6.39,0.54,0.25,0.2
2154,TJ O'Brien,The Spider,16,5,0,"6' 2""",155 lbs.,NA,Orthodox,1-Jan-87,33,3.77,4.78,0.46,0.57,0.94,1,0,0
2155,Sean O'Connell,The Real OC,17,9,0,"6' 1""",205 lbs.,"74""",Orthodox,2-Sep-83,37,5.46,6.77,0.48,0.45,0,0,0.3,0.5
2156,Dan O'Connor,Johnny Irish,6,6,0,"5' 4""",115 lbs.,NA,NA,17-Nov-82,38,4,5.1,0.56,0.54,0,0,1,0
2157,Sean O'Haire,None,4,2,0,"6' 5""",270 lbs.,NA,Orthodox,25-Feb-71,49,8.28,22.76,0.57,0.21,0,0,0,0
2158,Sean O'Malley,Sugar,11,0,0,"5' 11""",135 lbs.,"72""",Switch,24-Oct-94,26,8.73,5.93,0.56,0.67,2.34,0.5,0.83,0
2159,Jeremiah O'Neal,None,13,25,0,"5' 8""",260 lbs.,NA,NA,25-Oct-77,43,1.15,7.5,0.4,0.23,0,0,0,0
2160,Chuck O'Neil,Cold Steel,9,4,0,"6' 2""",170 lbs.,NA,NA,22-Sep-85,35,3.13,4.4,0.37,0.72,0,0,0,0
2161,Brendan O'Reilly,Badger,6,3,0,"5' 7""",170 lbs.,"69""",Orthodox,24-Jun-87,33,1.9,2.77,0.47,0.39,2.22,0.43,0.36,0.6
2162,Takahiro Oba,None,5,7,1,"5' 8""",200 lbs.,NA,Southpaw,NA,0,0.23,1.82,0.25,0.69,0,0,0,0
2163,Nobuhiro Obiya,None,12,5,1,"5' 8""",145 lbs.,NA,Orthodox,15-Jan-81,39,0.63,2.53,0.28,0.55,0.5,0.5,0.41,0.5
2164,Christian Ocon,The Don,4,1,0,"5' 8""",135 lbs.,"69""",Orthodox,5-Feb-96,24,NA,NA,NA,NA,NA,NA,NA,NA
2165,Richard Odoms,The Black Eagle,8,1,0,"6' 5""",265 lbs.,"82""",Orthodox,8-May-75,45,0,0,0,0,0,0,0,0
2166,Volkan Oezdemir,No Time,17,4,0,"6' 2""",205 lbs.,"75""",Orthodox,19-Sep-89,31,6.12,5.38,0.47,0.58,0,0,1,0
2167,Naoya Ogawa,None,7,2,0,"6' 4""",255 lbs.,NA,Orthodox,31-Mar-68,52,2.41,1.66,0.42,0.47,1.25,1,0.66,1.2
2168,Andy Ogle,The Little Axe,9,6,0,"5' 8""",145 lbs.,"69""",Orthodox,16-Feb-89,31,2.24,2.23,0.44,0.5,1.44,0.26,0.58,0
2169,Michiyoshi Ohara,None,0,2,0,"5' 10""",205 lbs.,NA,Orthodox,NA,0,0.28,3.13,0.29,0.48,0,0,0.33,0
2170,Koji Oishi,None,21,8,8,"5' 8""",170 lbs.,NA,Orthodox,31-May-77,43,1.43,17.86,0.09,0.43,0,0,0,0
2171,Takayuki Okada,Giant Ochiai,3,3,2,"6' 1""",290 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2172,Yushin Okami,Thunder,35,12,0,"6' 2""",170 lbs.,"75""",Southpaw,21-Jul-81,39,2.21,2.18,0.38,0.62,1.86,0.46,0.84,0.5
2173,JJ Okanovich,The Bosnian Bomber,6,1,0,"5' 11""",155 lbs.,NA,NA,4-Nov-90,30,0,0,0,0,0,0,0,0
2174,Kazuki Okubo,None,7,9,0,"5' 11""",175 lbs.,NA,Orthodox,NA,0,1.53,1.97,0.38,0.46,0.51,0.25,0.36,2
2175,Masakatsu Okuda,None,8,5,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2176,Aleksei Oleinik,The Boa Constrictor,58,13,1,"6' 2""",240 lbs.,"80""",Orthodox,20-Jun-77,43,3.21,3.39,0.52,0.51,3.08,0.53,0.12,2.3
2177,Michal Oleksiejczuk,Lord,14,4,0,"6' 0""",205 lbs.,"74""",Southpaw,22-Feb-95,25,0,0,0,0,0,0,0,0
2178,Rafaello Oliveira,Tractor,15,7,0,"5' 8""",155 lbs.,"71""",Orthodox,26-Jan-82,38,2.19,3.38,0.33,0.59,2.49,0.36,0.11,1.6
2179,Charles Oliveira,Do Bronx,29,8,0,"5' 10""",155 lbs.,"74""",Orthodox,17-Oct-89,31,2.97,3.04,0.5,0.51,2.87,0.41,0.58,2.8
2180,Jorge Oliveira,None,5,2,1,"6' 1""",205 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2181,Ednaldo Oliveira,Lula,13,2,1,"6' 5""",205 lbs.,"79""",Orthodox,19-Feb-84,36,1.03,1.8,0.22,0.52,0,0,0.42,0
2182,Alex Oliveira,Cowboy,20,8,1,"5' 11""",170 lbs.,"76""",Orthodox,21-Feb-88,32,3.11,2.12,0.53,0.46,3.32,0.35,0.6,0.9
